,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Popularity,added_at
91,Nio Garcia,Te Boté - Remix,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,audio_features,3V8UKqhEK5zBkBb6d6ub8i,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,https://api.spotify.com/v1/tracks/3V8UKqhEK5zBkBb6d6ub8i,https://api.spotify.com/v1/audio-analysis/3V8UKqhEK5zBkBb6d6ub8i,417920,4,78.0,2020-07-18T13:44:19Z
92,Lunay,Soltera - Remix,0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.799,92.01,audio_features,1c0hsvHLELX6y8qymnpLKL,spotify:track:1c0hsvHLELX6y8qymnpLKL,https://api.spotify.com/v1/tracks/1c0hsvHLELX6y8qymnpLKL,https://api.spotify.com/v1/audio-analysis/1c0hsvHLELX6y8qymnpLKL,266087,4,77.0,2020-07-18T13:44:04Z
93,Aaron Smith,Dancin - Krono Remix,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0333,0.1,0.28,119.983,audio_features,4IlqQhaxrGPxmg35YcXXuS,spotify:track:4IlqQhaxrGPxmg35YcXXuS,https://api.spotify.com/v1/tracks/4IlqQhaxrGPxmg35YcXXuS,https://api.spotify.com/v1/audio-analysis/4IlqQhaxrGPxmg35YcXXuS,256000,4,72.0,2020-07-14T13:54:31Z
94,Chris Brown,Go Crazy,0.755,0.578,0,-8.932,0,0.145,0.316,0,0.25,0.581,94.148,audio_features,1IIKrJVP1C9N7iPtG6eOsK,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,https://api.spotify.com/v1/tracks/1IIKrJVP1C9N7iPtG6eOsK,https://api.spotify.com/v1/audio-analysis/1IIKrJVP1C9N7iPtG6eOsK,176960,4,89.0,2020-07-14T13:44:29Z
95,Mozzy,Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),0.432,0.612,11,-8.846,0,0.211,0.00185,0,0.308,0.253,88.716,audio_features,4tYpkgBjxxin7SiUBW0Rtq,spotify:track:4tYpkgBjxxin7SiUBW0Rtq,https://api.spotify.com/v1/tracks/4tYpkgBjxxin7SiUBW0Rtq,https://api.spotify.com/v1/audio-analysis/4tYpkgBjxxin7SiUBW0Rtq,205333,4,71.0,2020-07-14T13:06:19Z
96,Stwo,Neither Do I,0.812,0.398,9,-9.832,0,0.105,0.453,5.4e-06,0.12,0.189,119.955,audio_features,3OuXuCuaZ889JdW2cX1dDw,spotify:track:3OuXuCuaZ889JdW2cX1dDw,https://api.spotify.com/v1/tracks/3OuXuCuaZ889JdW2cX1dDw,https://api.spotify.com/v1/audio-analysis/3OuXuCuaZ889JdW2cX1dDw,220000,4,67.0,2020-07-11T04:37:07Z
97,The Weeknd,Call Out My Name,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,audio_features,09mEdoA6zrmBPgTEN5qXmN,spotify:track:09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/tracks/09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/audio-analysis/09mEdoA6zrmBPgTEN5qXmN,228373,3,82.0,2020-07-11T04:36:07Z
98,Peach Tree Rascals,Mariposa,0.676,0.525,9,-5.88,1,0.028,0.617,0,0.356,0.421,112.011,audio_features,4ja2gzrNh9VNigzoXfmbwD,spotify:track:4ja2gzrNh9VNigzoXfmbwD,https://api.spotify.com/v1/tracks/4ja2gzrNh9VNigzoXfmbwD,https://api.spotify.com/v1/audio-analysis/4ja2gzrNh9VNigzoXfmbwD,210000,4,83.0,2020-07-10T12:44:52Z
99,Rod Wave,Rags2Riches (feat. ATR Son Son),0.904,0.252,5,-17.54,0,0.11,0.294,0,0.104,0.227,117.994,audio_features,1ENdcyhqdylaLsPVgB83qq,spotify:track:1ENdcyhqdylaLsPVgB83qq,https://api.spotify.com/v1/tracks/1ENdcyhqdylaLsPVgB83qq,https://api.spotify.com/v1/audio-analysis/1ENdcyhqdylaLsPVgB83qq,167184,4,80.0,2020-07-09T14:49:33Z
100,Preme,DnF (feat. Drake & Future),0.707,0.599,0,-7.053,0,0.305,0.0836,0,0.31,0.55,76.881,audio_features,5EMKS6mLi4JprJxy8IGdhT,spotify:track:5EMKS6mLi4JprJxy8IGdhT,https://api.spotify.com/v1/tracks/5EMKS6mLi4JprJxy8IGdhT,https://api.spotify.com/v1/audio-analysis/5EMKS6mLi4JprJxy8IGdhT,205387,4,57.0,2020-07-06T00:37:24Z
101,FLETCHER,All Love,0.665,0.488,4,-7.177,1,0.0981,0.272,0.000261,0.181,0.477,142.087,audio_features,7iv32XEy2HlM7PqQO4lp5f,spotify:track:7iv32XEy2HlM7PqQO4lp5f,https://api.spotify.com/v1/tracks/7iv32XEy2HlM7PqQO4lp5f,https://api.spotify.com/v1/audio-analysis/7iv32XEy2HlM7PqQO4lp5f,193600,4,69.0,2020-07-05T19:47:14Z
102,blackbear,make daddy proud,0.818,0.497,4,-7.249,0,0.0502,0.162,0,0.0645,0.814,102.042,audio_features,1V8c3uV6p7uTsfQof5oRXg,spotify:track:1V8c3uV6p7uTsfQof5oRXg,https://api.spotify.com/v1/tracks/1V8c3uV6p7uTsfQof5oRXg,https://api.spotify.com/v1/audio-analysis/1V8c3uV6p7uTsfQof5oRXg,208235,3,59.0,2020-07-05T19:35:59Z
103,Khalid,OTW,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,audio_features,6Hgh47WXVKtXN5zGOu0hjI,spotify:track:6Hgh47WXVKtXN5zGOu0hjI,https://api.spotify.com/v1/tracks/6Hgh47WXVKtXN5zGOu0hjI,https://api.spotify.com/v1/audio-analysis/6Hgh47WXVKtXN5zGOu0hjI,263014,4,75.0,2020-07-01T23:58:56Z
104,Miguel,Get You - Recorded at Spotify Studios NYC,0.673,0.596,11,-6.489,0,0.0438,0.316,1.88e-05,0.107,0.22,75.022,audio_features,6YZQx90VEuzf0lRY9TYh7j,spotify:track:6YZQx90VEuzf0lRY9TYh7j,https://api.spotify.com/v1/tracks/6YZQx90VEuzf0lRY9TYh7j,https://api.spotify.com/v1/audio-analysis/6YZQx90VEuzf0lRY9TYh7j,226720,4,54.0,2020-07-01T23:56:53Z
105,A$AP Rocky,L$D,0.598,0.252,2,-15.086,1,0.0644,0.194,0.133,0.0992,0.0352,120.064,audio_features,4S7YHmlWwfwArgd8LfSPud,spotify:track:4S7YHmlWwfwArgd8LfSPud,https://api.spotify.com/v1/tracks/4S7YHmlWwfwArgd8LfSPud,https://api.spotify.com/v1/audio-analysis/4S7YHmlWwfwArgd8LfSPud,238307,4,76.0,2020-07-01T23:50:07Z
106,Teyana Taylor,Boomin (feat. Missy Elliott & Future),0.548,0.398,0,-8.187,1,0.293,0.359,0,0.291,0.579,127.899,audio_features,6tCV8RZVP7zW59Ybxj6COL,spotify:track:6tCV8RZVP7zW59Ybxj6COL,https://api.spotify.com/v1/tracks/6tCV8RZVP7zW59Ybxj6COL,https://api.spotify.com/v1/audio-analysis/6tCV8RZVP7zW59Ybxj6COL,331469,4,57.0,2020-07-01T23:45:20Z
107,ROSALÍA,TKN (feat. Travis Scott),0.776,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,audio_features,4w47S36wQGBhGg073q3nt7,spotify:track:4w47S36wQGBhGg073q3nt7,https://api.spotify.com/v1/tracks/4w47S36wQGBhGg073q3nt7,https://api.spotify.com/v1/audio-analysis/4w47S36wQGBhGg073q3nt7,129371,4,85.0,2020-07-01T13:50:36Z
108,YFN Lucci,Wet (She Got That…),0.695,0.642,1,-6.13,0,0.195,0.238,0,0.359,0.316,128.029,audio_features,4GurWpxvH3NoWz9f9wirPq,spotify:track:4GurWpxvH3NoWz9f9wirPq,https://api.spotify.com/v1/tracks/4GurWpxvH3NoWz9f9wirPq,https://api.spotify.com/v1/audio-analysis/4GurWpxvH3NoWz9f9wirPq,209848,4,77.0,2020-07-01T13:36:04Z
109,Hoodie Allen,Surprise Party (feat. Blackbear),0.671,0.699,6,-4.224,0,0.0647,0.00453,0.000277,0.173,0.379,72.946,audio_features,5UiT4e4DHwZrcVIXojU5um,spotify:track:5UiT4e4DHwZrcVIXojU5um,https://api.spotify.com/v1/tracks/5UiT4e4DHwZrcVIXojU5um,https://api.spotify.com/v1/audio-analysis/5UiT4e4DHwZrcVIXojU5um,188040,4,65.0,2020-06-30T14:20:39Z
110,iann dior,Pretty Girls,0.732,0.511,6,-6.779,1,0.0541,0.276,0,0.0916,0.62,96.946,audio_features,3fKdTr6Uv8HTb92Ih3QWxa,spotify:track:3fKdTr6Uv8HTb92Ih3QWxa,https://api.spotify.com/v1/tracks/3fKdTr6Uv8HTb92Ih3QWxa,https://api.spotify.com/v1/audio-analysis/3fKdTr6Uv8HTb92Ih3QWxa,133608,4,75.0,2020-06-30T13:16:56Z
111,Arizona Zervas,Living Facts,0.745,0.784,5,-4.224,1,0.138,0.138,0,0.0828,0.337,77.099,audio_features,12ZcHg4123ayLuXiShGyPA,spotify:track:12ZcHg4123ayLuXiShGyPA,https://api.spotify.com/v1/tracks/12ZcHg4123ayLuXiShGyPA,https://api.spotify.com/v1/audio-analysis/12ZcHg4123ayLuXiShGyPA,164853,4,54.0,2020-06-27T20:25:06Z
112,Russ,What They Want,0.71,0.404,1,-10.04,0,0.379,0.484,0,0.0953,0.398,139.553,audio_features,3pndPhlQWjuSoXhcIIdBjv,spotify:track:3pndPhlQWjuSoXhcIIdBjv,https://api.spotify.com/v1/tracks/3pndPhlQWjuSoXhcIIdBjv,https://api.spotify.com/v1/audio-analysis/3pndPhlQWjuSoXhcIIdBjv,165853,4,77.0,2020-06-27T12:29:09Z
113,Russ,3AM,0.569,0.657,0,-6.639,1,0.0425,0.108,0,0.108,0.111,73.008,audio_features,6xRNqXP3baPR9buXr8vreM,spotify:track:6xRNqXP3baPR9buXr8vreM,https://api.spotify.com/v1/tracks/6xRNqXP3baPR9buXr8vreM,https://api.spotify.com/v1/audio-analysis/6xRNqXP3baPR9buXr8vreM,200548,4,71.0,2020-06-25T16:09:08Z
114,Don Toliver,Cardigan,0.747,0.497,4,-6.542,0,0.0401,0.248,0,0.138,0.0663,142.046,audio_features,0Li1OuXXfi7950ilZUFGkF,spotify:track:0Li1OuXXfi7950ilZUFGkF,https://api.spotify.com/v1/tracks/0Li1OuXXfi7950ilZUFGkF,https://api.spotify.com/v1/audio-analysis/0Li1OuXXfi7950ilZUFGkF,158709,4,75.0,2020-06-22T03:00:25Z
115,Rence,Baby Blue,0.518,0.411,7,-8.909,1,0.0335,0.896,0.000716,0.112,0.0782,120.06,audio_features,1eA6HGJ1qZXEL7NIFKYrXK,spotify:track:1eA6HGJ1qZXEL7NIFKYrXK,https://api.spotify.com/v1/tracks/1eA6HGJ1qZXEL7NIFKYrXK,https://api.spotify.com/v1/audio-analysis/1eA6HGJ1qZXEL7NIFKYrXK,208000,4,62.0,2020-06-19T23:52:30Z
116,Cassie,Me & U,0.803,0.454,8,-4.802,0,0.0294,0.352,0,0.0655,0.739,99.99,audio_features,7k6IzwMGpxnRghE7YosnXT,spotify:track:7k6IzwMGpxnRghE7YosnXT,https://api.spotify.com/v1/tracks/7k6IzwMGpxnRghE7YosnXT,https://api.spotify.com/v1/audio-analysis/7k6IzwMGpxnRghE7YosnXT,192213,4,73.0,2020-06-13T00:41:40Z
117,Trevor Daniel,Falling (Summer Walker Remix),0.691,0.573,1,-4.669,1,0.0344,0.169,0,0.076,0.267,127.085,audio_features,3doHXO2n8mAW8XkIFeapTZ,spotify:track:3doHXO2n8mAW8XkIFeapTZ,https://api.spotify.com/v1/tracks/3doHXO2n8mAW8XkIFeapTZ,https://api.spotify.com/v1/audio-analysis/3doHXO2n8mAW8XkIFeapTZ,173592,4,60.0,2020-06-11T15:46:12Z
118,Marc E. Bassy,Simma (feat. Guapdad 4000),0.851,0.632,2,-4.388,1,0.0837,0.0401,5.18e-06,0.0672,0.5,90.985,audio_features,049uvdNt8TKb05GsxpuQtU,spotify:track:049uvdNt8TKb05GsxpuQtU,https://api.spotify.com/v1/tracks/049uvdNt8TKb05GsxpuQtU,https://api.spotify.com/v1/audio-analysis/049uvdNt8TKb05GsxpuQtU,155627,4,39.0,2020-06-11T15:44:47Z
119,Chase Rice,Ride (feat. Macy Maloy),0.666,0.694,10,-7.184,1,0.0333,0.0374,0,0.124,0.354,115.07,audio_features,1CoOHJAHtKEDnUBrp3nKAB,spotify:track:1CoOHJAHtKEDnUBrp3nKAB,https://api.spotify.com/v1/tracks/1CoOHJAHtKEDnUBrp3nKAB,https://api.spotify.com/v1/audio-analysis/1CoOHJAHtKEDnUBrp3nKAB,241240,4,54.0,2020-06-09T23:59:26Z
120,Clinton Sparks,Think About You,0.593,0.592,10,-5.798,0,0.078,0.311,0.000319,0.108,0.325,150.097,audio_features,4663ji2gG1RIsqDlxrpSOS,spotify:track:4663ji2gG1RIsqDlxrpSOS,https://api.spotify.com/v1/tracks/4663ji2gG1RIsqDlxrpSOS,https://api.spotify.com/v1/audio-analysis/4663ji2gG1RIsqDlxrpSOS,224000,4,47.0,2020-06-08T23:03:33Z
121,Daniel Caesar,Who Hurt You?,0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,104.542,audio_features,23c9gmiiv7RCu7twft0Mym,spotify:track:23c9gmiiv7RCu7twft0Mym,https://api.spotify.com/v1/tracks/23c9gmiiv7RCu7twft0Mym,https://api.spotify.com/v1/audio-analysis/23c9gmiiv7RCu7twft0Mym,231964,4,72.0,2020-06-08T20:51:00Z
122,Daniel Caesar,Get You (feat. Kali Uchis),0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,audio_features,7zFXmv6vqI4qOt4yGf3jYZ,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/tracks/7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/audio-analysis/7zFXmv6vqI4qOt4yGf3jYZ,278180,4,79.0,2020-06-08T20:36:26Z
123,Daniel Caesar,Best Part (feat. H.E.R.),0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,audio_features,1RMJOxR6GRPsBHL8qeC2ux,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,https://api.spotify.com/v1/tracks/1RMJOxR6GRPsBHL8qeC2ux,https://api.spotify.com/v1/audio-analysis/1RMJOxR6GRPsBHL8qeC2ux,209831,4,78.0,2020-06-08T20:24:37Z
124,Tones And I,Bad Child,0.756,0.554,6,-4.24,0,0.0342,0.402,0,0.158,0.596,117.992,audio_features,1qCmZnC1FUpNgOydIzqIPC,spotify:track:1qCmZnC1FUpNgOydIzqIPC,https://api.spotify.com/v1/tracks/1qCmZnC1FUpNgOydIzqIPC,https://api.spotify.com/v1/audio-analysis/1qCmZnC1FUpNgOydIzqIPC,221467,4,73.0,2020-06-08T15:21:24Z
125,Doja Cat,Go To Town,0.71,0.71,0,-2.474,1,0.0579,0.0716,1.07e-06,0.206,0.7,169.944,audio_features,6iOvnACn4ChlAw4lWUU4dd,spotify:track:6iOvnACn4ChlAw4lWUU4dd,https://api.spotify.com/v1/tracks/6iOvnACn4ChlAw4lWUU4dd,https://api.spotify.com/v1/audio-analysis/6iOvnACn4ChlAw4lWUU4dd,217813,4,66.0,2020-05-26T00:30:09Z
126,Marc E. Bassy,Plot Twist,0.543,0.644,1,-5.952,1,0.333,0.113,0,0.0733,0.706,97.41,audio_features,5wJL4o7k8m02m6ZM9KT0ir,spotify:track:5wJL4o7k8m02m6ZM9KT0ir,https://api.spotify.com/v1/tracks/5wJL4o7k8m02m6ZM9KT0ir,https://api.spotify.com/v1/audio-analysis/5wJL4o7k8m02m6ZM9KT0ir,227147,4,55.0,2020-05-22T17:21:58Z
127,iann dior,gone girl,0.677,0.714,11,-5.637,1,0.0287,0.162,0,0.0717,0.355,94.956,audio_features,3iH29NcCxYgI5shlkZrUoB,spotify:track:3iH29NcCxYgI5shlkZrUoB,https://api.spotify.com/v1/tracks/3iH29NcCxYgI5shlkZrUoB,https://api.spotify.com/v1/audio-analysis/3iH29NcCxYgI5shlkZrUoB,136568,4,78.0,2020-05-22T17:08:03Z
128,Kygo,The Truth,0.629,0.539,7,-7.006,0,0.063,0.166,0,0.189,0.316,109.885,audio_features,4NmOJQxl9UZItUQQtMDYBb,spotify:track:4NmOJQxl9UZItUQQtMDYBb,https://api.spotify.com/v1/tracks/4NmOJQxl9UZItUQQtMDYBb,https://api.spotify.com/v1/audio-analysis/4NmOJQxl9UZItUQQtMDYBb,193747,4,67.0,2020-05-22T16:19:41Z
129,Quinn XCII,Native Tongue,0.59,0.671,11,-4.97,1,0.0723,0.372,0,0.0795,0.261,135.097,audio_features,77dEtUAHufvPJLZkwaj2Vu,spotify:track:77dEtUAHufvPJLZkwaj2Vu,https://api.spotify.com/v1/tracks/77dEtUAHufvPJLZkwaj2Vu,https://api.spotify.com/v1/audio-analysis/77dEtUAHufvPJLZkwaj2Vu,178000,4,48.0,2020-05-21T22:52:50Z
130,Ir Sais,Dream Girl,0.884,0.546,2,-6.279,0,0.117,0.269,8e-06,0.064,0.49,113.236,audio_features,2Sla5cgNpVoRcckYjaAMKP,spotify:track:2Sla5cgNpVoRcckYjaAMKP,https://api.spotify.com/v1/tracks/2Sla5cgNpVoRcckYjaAMKP,https://api.spotify.com/v1/audio-analysis/2Sla5cgNpVoRcckYjaAMKP,162895,3,74.0,2020-05-13T18:52:32Z
131,Ariana Grande,Stuck with U (with Justin Bieber),0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,audio_features,4HBZA5flZLE435QTztThqH,spotify:track:4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH,https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH,228482,3,89.0,2020-05-08T16:39:19Z
132,Kiana Ledé,Second Chances. (ft. 6LACK),0.501,0.349,3,-10.883,0,0.391,0.786,0,0.107,0.322,72.855,audio_features,6t5MVzUCfeK1ASDMkKadxW,spotify:track:6t5MVzUCfeK1ASDMkKadxW,https://api.spotify.com/v1/tracks/6t5MVzUCfeK1ASDMkKadxW,https://api.spotify.com/v1/audio-analysis/6t5MVzUCfeK1ASDMkKadxW,192120,4,62.0,2020-05-06T03:07:10Z
133,Arizona Zervas,Drinking Problem (feat. 27CLUB),0.514,0.712,2,-7.281,1,0.334,0.428,8.77e-06,0.112,0.487,76.393,audio_features,7piU1yHaKMD9PaOPvEymOr,spotify:track:7piU1yHaKMD9PaOPvEymOr,https://api.spotify.com/v1/tracks/7piU1yHaKMD9PaOPvEymOr,https://api.spotify.com/v1/audio-analysis/7piU1yHaKMD9PaOPvEymOr,155893,4,68.0,2020-05-05T19:59:54Z
134,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),0.689,0.521,0,-5.845,1,0.132,0.119,8.41e-05,0.108,0.178,95.055,audio_features,6TaqooOXAEcijL6G1AWS2K,spotify:track:6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/tracks/6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/audio-analysis/6TaqooOXAEcijL6G1AWS2K,229747,4,74.0,2020-05-03T20:23:58Z
135,Khalid,The Ways (with Swae Lee),0.727,0.72,11,-5.856,0,0.0488,0.0626,1.21e-06,0.176,0.589,140.08,audio_features,5jyyPsIGM2yqkZN9R3TmvN,spotify:track:5jyyPsIGM2yqkZN9R3TmvN,https://api.spotify.com/v1/tracks/5jyyPsIGM2yqkZN9R3TmvN,https://api.spotify.com/v1/audio-analysis/5jyyPsIGM2yqkZN9R3TmvN,238893,4,65.0,2020-05-02T23:57:15Z
136,Jhené Aiko,You Are Here,0.37,0.7,4,-7.631,0,0.0739,0.185,0.00258,0.309,0.133,140.847,audio_features,7tX9wItFwaTPCuVBneLrHs,spotify:track:7tX9wItFwaTPCuVBneLrHs,https://api.spotify.com/v1/tracks/7tX9wItFwaTPCuVBneLrHs,https://api.spotify.com/v1/audio-analysis/7tX9wItFwaTPCuVBneLrHs,219520,4,46.0,2020-04-30T03:48:29Z
137,Megan Thee Stallion,Savage Remix (feat. Beyoncé),0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459,audio_features,5v4GgrXPMghOnBBLmveLac,spotify:track:5v4GgrXPMghOnBBLmveLac,https://api.spotify.com/v1/tracks/5v4GgrXPMghOnBBLmveLac,https://api.spotify.com/v1/audio-analysis/5v4GgrXPMghOnBBLmveLac,242001,4,82.0,2020-04-29T21:46:23Z
138,Princess Nokia,I Like Him,0.893,0.579,9,-8.995,1,0.113,0.0641,0.000121,0.215,0.611,133.018,audio_features,68UU9oaQtMDnh6PRlW842H,spotify:track:68UU9oaQtMDnh6PRlW842H,https://api.spotify.com/v1/tracks/68UU9oaQtMDnh6PRlW842H,https://api.spotify.com/v1/audio-analysis/68UU9oaQtMDnh6PRlW842H,132453,4,77.0,2020-04-27T20:40:53Z
139,Harry Styles,Adore You,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4,88.0,2020-04-26T06:17:26Z
140,DaBaby,ROCKSTAR (feat. Roddy Ricch),0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,audio_features,7ytR5pFWmSjzHJIeQkgog4,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4,94.0,2020-04-25T15:37:30Z
141,Bazzi,I Got You,0.67,0.529,8,-7.254,1,0.323,0.125,5.69e-06,0.109,0.361,161.034,audio_features,2QNndTbo9mvgOoOKJvpEl2,spotify:track:2QNndTbo9mvgOoOKJvpEl2,https://api.spotify.com/v1/tracks/2QNndTbo9mvgOoOKJvpEl2,https://api.spotify.com/v1/audio-analysis/2QNndTbo9mvgOoOKJvpEl2,146832,4,66.0,2020-04-25T00:59:24Z
142,Ludacris,Party Girls,0.639,0.627,0,-6.111,0,0.0494,0.0535,0,0.275,0.0789,129.886,audio_features,5NULKKoUis7P8gj1qL48c2,spotify:track:5NULKKoUis7P8gj1qL48c2,https://api.spotify.com/v1/tracks/5NULKKoUis7P8gj1qL48c2,https://api.spotify.com/v1/audio-analysis/5NULKKoUis7P8gj1qL48c2,255267,4,48.0,2020-04-24T14:33:48Z
143,StaySolidRocky,Party Girl,0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,audio_features,5RqR4ZCCKJDcBLIn4sih9l,spotify:track:5RqR4ZCCKJDcBLIn4sih9l,https://api.spotify.com/v1/tracks/5RqR4ZCCKJDcBLIn4sih9l,https://api.spotify.com/v1/audio-analysis/5RqR4ZCCKJDcBLIn4sih9l,147800,4,85.0,2020-04-24T14:33:38Z
144,J.I the Prince of N.Y,Need Me,0.815,0.567,10,-4.653,0,0.135,0.156,0,0.0884,0.732,95.034,audio_features,2dzja72gQodveSpguIQGJl,spotify:track:2dzja72gQodveSpguIQGJl,https://api.spotify.com/v1/tracks/2dzja72gQodveSpguIQGJl,https://api.spotify.com/v1/audio-analysis/2dzja72gQodveSpguIQGJl,151641,4,77.0,2020-04-22T16:47:02Z
145,Travis Scott,CAN'T SAY,0.702,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98,audio_features,27a1mYSG5tYg7dmEjWBcmL,spotify:track:27a1mYSG5tYg7dmEjWBcmL,https://api.spotify.com/v1/tracks/27a1mYSG5tYg7dmEjWBcmL,https://api.spotify.com/v1/audio-analysis/27a1mYSG5tYg7dmEjWBcmL,198408,4,79.0,2020-04-21T14:07:51Z
146,Summer Walker,Girls Need Love (with Drake) - Remix,0.669,0.432,6,-9.432,0,0.199,0.415,0,0.123,0.0888,97.132,audio_features,1axArDrl7n4M3QZMNN0XMs,spotify:track:1axArDrl7n4M3QZMNN0XMs,https://api.spotify.com/v1/tracks/1axArDrl7n4M3QZMNN0XMs,https://api.spotify.com/v1/audio-analysis/1axArDrl7n4M3QZMNN0XMs,222387,4,57.0,2020-04-19T20:43:05Z
147,Kelly Rowland,COFFEE,0.857,0.69,6,-4.474,1,0.0437,0.0415,0,0.0942,0.799,121.09,audio_features,7GGlr1GkWjre2lo69N0rVk,spotify:track:7GGlr1GkWjre2lo69N0rVk,https://api.spotify.com/v1/tracks/7GGlr1GkWjre2lo69N0rVk,https://api.spotify.com/v1/audio-analysis/7GGlr1GkWjre2lo69N0rVk,130686,4,61.0,2020-04-19T20:40:14Z
148,Don Toliver,Had Enough (feat. Quavo & Offset),0.748,0.789,2,-4.579,1,0.105,0.26,0,0.13,0.67,147.957,audio_features,6SPgp2qK3fb4wPX1SldrNf,spotify:track:6SPgp2qK3fb4wPX1SldrNf,https://api.spotify.com/v1/tracks/6SPgp2qK3fb4wPX1SldrNf,https://api.spotify.com/v1/audio-analysis/6SPgp2qK3fb4wPX1SldrNf,157133,4,68.0,2020-04-19T12:25:44Z
149,BENEE,Glitter,0.801,0.589,7,-5.157,1,0.0485,0.0863,0,0.162,0.58,116.934,audio_features,23TPP1eeElFfvYVznskwCY,spotify:track:23TPP1eeElFfvYVznskwCY,https://api.spotify.com/v1/tracks/23TPP1eeElFfvYVznskwCY,https://api.spotify.com/v1/audio-analysis/23TPP1eeElFfvYVznskwCY,180147,4,74.0,2020-04-19T01:16:27Z
150,Arizona Zervas,FAST,0.735,0.824,9,-2.121,1,0.0302,0.0443,0,0.149,0.544,121.004,audio_features,5fRyoUp0UOyt9OZqwao7tp,spotify:track:5fRyoUp0UOyt9OZqwao7tp,https://api.spotify.com/v1/tracks/5fRyoUp0UOyt9OZqwao7tp,https://api.spotify.com/v1/audio-analysis/5fRyoUp0UOyt9OZqwao7tp,194380,4,58.0,2020-04-18T16:03:59Z
151,Jon Bellion,Blu,0.384,0.465,0,-8.554,1,0.0341,0.29,2.22e-05,0.359,0.636,131.604,audio_features,4FUDWkguOUVpLRAVn5C20z,spotify:track:4FUDWkguOUVpLRAVn5C20z,https://api.spotify.com/v1/tracks/4FUDWkguOUVpLRAVn5C20z,https://api.spotify.com/v1/audio-analysis/4FUDWkguOUVpLRAVn5C20z,183344,4,63.0,2020-04-18T15:43:54Z
152,James Arthur,Treehouse (feat. Shotty Horroh),0.691,0.733,6,-5.02,1,0.0368,0.184,0,0.341,0.797,153.976,audio_features,6S1IgeHxxOT9qVWnmsdGxe,spotify:track:6S1IgeHxxOT9qVWnmsdGxe,https://api.spotify.com/v1/tracks/6S1IgeHxxOT9qVWnmsdGxe,https://api.spotify.com/v1/audio-analysis/6S1IgeHxxOT9qVWnmsdGxe,219933,4,74.0,2020-04-18T15:22:44Z
153,Kygo,Remind Me to Forget,0.685,0.508,0,-6.4,1,0.0987,0.193,0,0.139,0.315,99.063,audio_features,5sIx4BlfYGuZeSLF40N9GH,spotify:track:5sIx4BlfYGuZeSLF40N9GH,https://api.spotify.com/v1/tracks/5sIx4BlfYGuZeSLF40N9GH,https://api.spotify.com/v1/audio-analysis/5sIx4BlfYGuZeSLF40N9GH,217287,4,71.0,2020-04-18T15:15:43Z
