,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Popularity,added_at
29,Wallows,Are You Bored Yet? (feat. Clairo),0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,audio_features,57RA3JGafJm5zRtKJiKPIm,spotify:track:57RA3JGafJm5zRtKJiKPIm,https://api.spotify.com/v1/tracks/57RA3JGafJm5zRtKJiKPIm,https://api.spotify.com/v1/audio-analysis/57RA3JGafJm5zRtKJiKPIm,178000,4,85.0,2020-09-28T00:12:15Z
30,Ritt Momney,Put Your Records On,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,audio_features,6AGOKlMZWLCaEJGnaROtF9,spotify:track:6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,210463,4,92.0,2020-09-27T23:58:10Z
31,LÉON,Hope Is A Heartache,0.468,0.495,5,-6.634,1,0.0822,0.429,0,0.305,0.235,171.4,audio_features,3w1P8nwsVi9vxrGvxYLzAC,spotify:track:3w1P8nwsVi9vxrGvxYLzAC,https://api.spotify.com/v1/tracks/3w1P8nwsVi9vxrGvxYLzAC,https://api.spotify.com/v1/audio-analysis/3w1P8nwsVi9vxrGvxYLzAC,201401,4,65.0,2020-09-26T03:39:37Z
32,Maejor,Lights Down Low (feat. Waka Flocka Flame),0.717,0.858,7,-3.469,0,0.0422,0.0694,2.8e-06,0.0801,0.67,155.41,audio_features,0hkR93a0LriV2CQUhSXw3h,spotify:track:0hkR93a0LriV2CQUhSXw3h,https://api.spotify.com/v1/tracks/0hkR93a0LriV2CQUhSXw3h,https://api.spotify.com/v1/audio-analysis/0hkR93a0LriV2CQUhSXw3h,186120,4,69.0,2020-09-24T05:02:00Z
33,SZA,Broken Clocks,0.684,0.683,6,-7.366,1,0.177,0.13,0,0.156,0.406,112.856,audio_features,2fXwCWkh6YG5zU1IyvQrbs,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs,https://api.spotify.com/v1/audio-analysis/2fXwCWkh6YG5zU1IyvQrbs,231253,4,75.0,2020-09-24T04:33:24Z
34,Anderson .Paak,Heart Don't Stand a Chance,0.685,0.545,7,-6.189,1,0.061,0.173,1.44e-05,0.237,0.506,94.061,audio_features,25GlFJq5QNAXyVgJvCZ4Mf,spotify:track:25GlFJq5QNAXyVgJvCZ4Mf,https://api.spotify.com/v1/tracks/25GlFJq5QNAXyVgJvCZ4Mf,https://api.spotify.com/v1/audio-analysis/25GlFJq5QNAXyVgJvCZ4Mf,312360,4,65.0,2020-09-22T05:05:01Z
35,Justin Bieber,Holy (feat. Chance The Rapper),0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919,audio_features,5u1n1kITHCxxp8twBcZxWy,spotify:track:5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/tracks/5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/audio-analysis/5u1n1kITHCxxp8twBcZxWy,212093,4,95.0,2020-09-21T03:44:35Z
36,Pop Smoke,Mood Swings (feat. Lil Tjay & Summer Walker) - Remix,0.495,0.63,10,-6.261,0,0.375,0.327,0,0.0951,0.362,90.1,audio_features,5JYsU2yRoQ6utiLW7Owvjc,spotify:track:5JYsU2yRoQ6utiLW7Owvjc,https://api.spotify.com/v1/tracks/5JYsU2yRoQ6utiLW7Owvjc,https://api.spotify.com/v1/audio-analysis/5JYsU2yRoQ6utiLW7Owvjc,255460,4,71.0,2020-09-20T04:44:26Z
37,Mustard,Want Her,0.828,0.607,1,-6.241,1,0.0432,0.0769,0.000683,0.108,0.409,101.012,audio_features,4zrwPfq5ENLzjq41Txs2HR,spotify:track:4zrwPfq5ENLzjq41Txs2HR,https://api.spotify.com/v1/tracks/4zrwPfq5ENLzjq41Txs2HR,https://api.spotify.com/v1/audio-analysis/4zrwPfq5ENLzjq41Txs2HR,275560,4,68.0,2020-09-17T04:02:24Z
38,Leven Kali,RICH GIRL,0.759,0.505,4,-7.607,0,0.065,0.545,9.78e-06,0.378,0.637,140.036,audio_features,1vz0G94SpasSdyZrIc2uwW,spotify:track:1vz0G94SpasSdyZrIc2uwW,https://api.spotify.com/v1/tracks/1vz0G94SpasSdyZrIc2uwW,https://api.spotify.com/v1/audio-analysis/1vz0G94SpasSdyZrIc2uwW,152604,4,30.0,2020-09-17T03:48:19Z
39,Pop Smoke,What You Know Bout Love,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,audio_features,1tkg4EHVoqnhR6iFEXb60y,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000,4,95.0,2020-09-16T04:42:12Z
40,Marshmello,OK Not To Be OK,0.743,0.837,1,-5.025,0,0.0649,0.0172,0,0.0743,0.263,103.072,audio_features,0zzVTGyRrWpQu8Fr28NRAv,spotify:track:0zzVTGyRrWpQu8Fr28NRAv,https://api.spotify.com/v1/tracks/0zzVTGyRrWpQu8Fr28NRAv,https://api.spotify.com/v1/audio-analysis/0zzVTGyRrWpQu8Fr28NRAv,159863,4,85.0,2020-09-14T16:59:08Z
41,Myles Parrish,Find My Way To You (feat. Shalom Margaret),0.86,0.276,7,-9.649,1,0.129,0.516,0.000193,0.107,0.373,139.976,audio_features,2SquhIdu35287Q0buu9fd2,spotify:track:2SquhIdu35287Q0buu9fd2,https://api.spotify.com/v1/tracks/2SquhIdu35287Q0buu9fd2,https://api.spotify.com/v1/audio-analysis/2SquhIdu35287Q0buu9fd2,127714,4,55.0,2020-09-12T17:30:44Z
42,Frank Ocean,Chanel,0.776,0.503,0,-5.732,0,0.237,0.874,0,0.112,0.473,110.134,audio_features,6Nle9hKrkL1wQpwNfEkxjh,spotify:track:6Nle9hKrkL1wQpwNfEkxjh,https://api.spotify.com/v1/tracks/6Nle9hKrkL1wQpwNfEkxjh,https://api.spotify.com/v1/audio-analysis/6Nle9hKrkL1wQpwNfEkxjh,210285,4,81.0,2020-09-12T12:48:19Z
43,Internet Money,Lemonade,0.799,0.66,1,-6.153,0,0.079,0.256,0,0.111,0.471,140.04,audio_features,02kDW379Yfd5PzW5A6vuGt,spotify:track:02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/tracks/02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/audio-analysis/02kDW379Yfd5PzW5A6vuGt,195429,4,94.0,2020-09-08T14:14:10Z
44,Chord Overstreet,Hold On,0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,audio_features,5vjLSffimiIP26QG5WcN2K,spotify:track:5vjLSffimiIP26QG5WcN2K,https://api.spotify.com/v1/tracks/5vjLSffimiIP26QG5WcN2K,https://api.spotify.com/v1/audio-analysis/5vjLSffimiIP26QG5WcN2K,198853,4,83.0,2020-09-08T14:08:22Z
45,Harry Styles,Falling,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,audio_features,1ZMiCix7XSAbfAJlEZWMCp,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/tracks/1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/audio-analysis/1ZMiCix7XSAbfAJlEZWMCp,240133,4,87.0,2020-09-08T14:07:59Z
46,flora cash,You're Somebody Else,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,audio_features,0pdKRp2sUthTPe7RLWpPqQ,spotify:track:0pdKRp2sUthTPe7RLWpPqQ,https://api.spotify.com/v1/tracks/0pdKRp2sUthTPe7RLWpPqQ,https://api.spotify.com/v1/audio-analysis/0pdKRp2sUthTPe7RLWpPqQ,218883,4,80.0,2020-09-08T14:06:29Z
47,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,audio_features,2DQNYMRjisN3KAPj1bEwOI,spotify:track:2DQNYMRjisN3KAPj1bEwOI,https://api.spotify.com/v1/tracks/2DQNYMRjisN3KAPj1bEwOI,https://api.spotify.com/v1/audio-analysis/2DQNYMRjisN3KAPj1bEwOI,195429,4,80.0,2020-09-08T14:00:51Z
48,Cardi B,Bartier Cardi (feat. 21 Savage),0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,audio_features,0dIoGTQXDh1wVnhIiSyYEa,spotify:track:0dIoGTQXDh1wVnhIiSyYEa,https://api.spotify.com/v1/tracks/0dIoGTQXDh1wVnhIiSyYEa,https://api.spotify.com/v1/audio-analysis/0dIoGTQXDh1wVnhIiSyYEa,224285,4,69.0,2020-09-07T04:51:58Z
49,Jawsh 685,Sweet & Sour (feat. Lauv & Tyga),0.827,0.73,1,-5.324,1,0.0934,0.092,1.35e-05,0.258,0.679,95.003,audio_features,3ZWhRS2EJVL5B0IEzkcvZa,spotify:track:3ZWhRS2EJVL5B0IEzkcvZa,https://api.spotify.com/v1/tracks/3ZWhRS2EJVL5B0IEzkcvZa,https://api.spotify.com/v1/audio-analysis/3ZWhRS2EJVL5B0IEzkcvZa,163228,4,76.0,2020-09-06T23:32:08Z
50,Lil Wayne,Sights And Silencers (ft. The Dream),0.766,0.398,6,-8.189,1,0.0303,0.493,0.00118,0.119,0.092,125.051,audio_features,4JPSDfkcSSuvKLzsOS3RwU,spotify:track:4JPSDfkcSSuvKLzsOS3RwU,https://api.spotify.com/v1/tracks/4JPSDfkcSSuvKLzsOS3RwU,https://api.spotify.com/v1/audio-analysis/4JPSDfkcSSuvKLzsOS3RwU,202920,4,44.0,2020-09-06T16:11:53Z
51,Rihanna,Talk That Talk,0.694,0.671,2,-4.088,1,0.0444,0.0371,3.14e-05,0.236,0.466,83.999,audio_features,57mKcbEq7nMqtJ4gqJvWcp,spotify:track:57mKcbEq7nMqtJ4gqJvWcp,https://api.spotify.com/v1/tracks/57mKcbEq7nMqtJ4gqJvWcp,https://api.spotify.com/v1/audio-analysis/57mKcbEq7nMqtJ4gqJvWcp,209600,4,59.0,2020-09-02T14:19:28Z
52,Ramz,Barking,0.45,0.465,7,-7.867,0,0.268,0.185,0,0.0782,0.788,70.231,audio_features,2U5cq89GCnsR1yixKkC8d5,spotify:track:2U5cq89GCnsR1yixKkC8d5,https://api.spotify.com/v1/tracks/2U5cq89GCnsR1yixKkC8d5,https://api.spotify.com/v1/audio-analysis/2U5cq89GCnsR1yixKkC8d5,202827,3,74.0,2020-08-31T14:44:25Z
53,Chloe x Halle,Do It,0.701,0.668,5,-7.287,0,0.0516,0.0916,2.09e-06,0.111,0.553,82.978,audio_features,1bRjwdtScY2eMe9uMmsOkG,spotify:track:1bRjwdtScY2eMe9uMmsOkG,https://api.spotify.com/v1/tracks/1bRjwdtScY2eMe9uMmsOkG,https://api.spotify.com/v1/audio-analysis/1bRjwdtScY2eMe9uMmsOkG,176787,4,71.0,2020-08-31T03:45:38Z
54,WILLOW,Wait a Minute!,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4,82.0,2020-08-30T16:21:36Z
55,Mustard,Ballin' (with Roddy Ricch),0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,audio_features,3QzAOrNlsabgbMwlZt7TAY,spotify:track:3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/audio-analysis/3QzAOrNlsabgbMwlZt7TAY,180435,4,84.0,2020-08-29T15:07:42Z
56,JVKE,Upside Down,0.88,0.501,2,-6.774,1,0.062,0.0494,0.0695,0.436,0.459,120.038,audio_features,614OkajfRPH8V0ugNQnduP,spotify:track:614OkajfRPH8V0ugNQnduP,https://api.spotify.com/v1/tracks/614OkajfRPH8V0ugNQnduP,https://api.spotify.com/v1/audio-analysis/614OkajfRPH8V0ugNQnduP,114500,4,80.0,2020-08-27T15:22:18Z
57,Lil Tjay,Sex Sounds,0.857,0.427,8,-8.638,1,0.112,0.281,0,0.108,0.366,130.033,audio_features,5JtvedSVWW9McnoEAPJwQm,spotify:track:5JtvedSVWW9McnoEAPJwQm,https://api.spotify.com/v1/tracks/5JtvedSVWW9McnoEAPJwQm,https://api.spotify.com/v1/audio-analysis/5JtvedSVWW9McnoEAPJwQm,162453,4,79.0,2020-08-26T19:29:46Z
58,Bea Miller,feel something,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,audio_features,7JDWhC422Gtk1Bq0mL3OTC,spotify:track:7JDWhC422Gtk1Bq0mL3OTC,https://api.spotify.com/v1/tracks/7JDWhC422Gtk1Bq0mL3OTC,https://api.spotify.com/v1/audio-analysis/7JDWhC422Gtk1Bq0mL3OTC,180161,4,84.0,2020-08-22T18:01:32Z
59,Labrinth,Still Don't Know My Name,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,audio_features,6N22FZs2ZhPBYi3b9XPajV,spotify:track:6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV,153294,1,87.0,2020-08-17T14:25:12Z
60,Chrishan,Sin City - Remix,0.77,0.289,6,-11.578,1,0.267,0.156,0,0.1,0.314,119.975,audio_features,5OpAuqgOXofUBNhxLZyHkP,spotify:track:5OpAuqgOXofUBNhxLZyHkP,https://api.spotify.com/v1/tracks/5OpAuqgOXofUBNhxLZyHkP,https://api.spotify.com/v1/audio-analysis/5OpAuqgOXofUBNhxLZyHkP,208105,4,54.0,2020-08-17T03:17:53Z
61,SZA,Love Galore (feat. Travis Scott),0.795,0.594,0,-6.2,1,0.0747,0.111,0,0.162,0.409,135.002,audio_features,0q75NwOoFiARAVp4EXU4Bs,spotify:track:0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,275080,4,78.0,2020-08-16T16:10:17Z
62,24kGoldn,Mood (feat. iann dior),0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,audio_features,3tjFYV6RSFtuktYl3ZtYcq,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/tracks/3tjFYV6RSFtuktYl3ZtYcq,https://api.spotify.com/v1/audio-analysis/3tjFYV6RSFtuktYl3ZtYcq,140526,4,100.0,2020-08-14T14:44:47Z
63,Miley Cyrus,Midnight Sky,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0,audio_features,27ycaQnQAxaPiyeg3nr2aB,spotify:track:27ycaQnQAxaPiyeg3nr2aB,https://api.spotify.com/v1/tracks/27ycaQnQAxaPiyeg3nr2aB,https://api.spotify.com/v1/audio-analysis/27ycaQnQAxaPiyeg3nr2aB,223279,4,91.0,2020-08-14T13:35:15Z
64,Childish Gambino,Sober,0.707,0.562,0,-7.621,1,0.0305,0.124,1.58e-05,0.561,0.418,98.094,audio_features,5NhlpQ6BOIz3S5welptk1W,spotify:track:5NhlpQ6BOIz3S5welptk1W,https://api.spotify.com/v1/tracks/5NhlpQ6BOIz3S5welptk1W,https://api.spotify.com/v1/audio-analysis/5NhlpQ6BOIz3S5welptk1W,252026,4,73.0,2020-08-14T04:10:53Z
65,Playboi Carti,Shoota (feat. Lil Uzi Vert),0.673,0.649,1,-8.433,0,0.196,0.188,0,0.122,0.47,153.075,audio_features,2BJSMvOGABRxokHKB0OI8i,spotify:track:2BJSMvOGABRxokHKB0OI8i,https://api.spotify.com/v1/tracks/2BJSMvOGABRxokHKB0OI8i,https://api.spotify.com/v1/audio-analysis/2BJSMvOGABRxokHKB0OI8i,153800,4,77.0,2020-08-12T14:01:30Z
66,Murda Beatz,DOORS UNLOCKED (feat. Ty Dolla $ign & Polo G),0.689,0.393,0,-9.179,0,0.0876,0.209,0,0.122,0.513,158.016,audio_features,7CmNyEQUpNSX6RMM5Fw3os,spotify:track:7CmNyEQUpNSX6RMM5Fw3os,https://api.spotify.com/v1/tracks/7CmNyEQUpNSX6RMM5Fw3os,https://api.spotify.com/v1/audio-analysis/7CmNyEQUpNSX6RMM5Fw3os,171888,4,66.0,2020-08-11T23:07:14Z
67,Maroon 5,One More Night,0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998,audio_features,4XNrMwGx1SqP01sqkGTDmo,spotify:track:4XNrMwGx1SqP01sqkGTDmo,https://api.spotify.com/v1/tracks/4XNrMwGx1SqP01sqkGTDmo,https://api.spotify.com/v1/audio-analysis/4XNrMwGx1SqP01sqkGTDmo,219467,4,67.0,2020-08-09T04:43:47Z
68,Savage Garden,Truly Madly Deeply,0.555,0.698,0,-8.874,1,0.0287,0.403,0,0.0851,0.816,168.12,audio_features,013AWvizllIUEC2FOBzOnh,spotify:track:013AWvizllIUEC2FOBzOnh,https://api.spotify.com/v1/tracks/013AWvizllIUEC2FOBzOnh,https://api.spotify.com/v1/audio-analysis/013AWvizllIUEC2FOBzOnh,277267,4,74.0,2020-08-08T15:11:56Z
69,Doja Cat,Freak,0.688,0.716,7,-5.702,1,0.0385,0.0969,0,0.0989,0.373,116.912,audio_features,3aA6xB0tOilDDX17fIJ0Bl,spotify:track:3aA6xB0tOilDDX17fIJ0Bl,https://api.spotify.com/v1/tracks/3aA6xB0tOilDDX17fIJ0Bl,https://api.spotify.com/v1/audio-analysis/3aA6xB0tOilDDX17fIJ0Bl,284480,3,79.0,2020-08-07T13:50:11Z
70,Joji,Daylight,0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,audio_features,6Ed1q0X8oSKSm4IIhiQbYg,spotify:track:6Ed1q0X8oSKSm4IIhiQbYg,https://api.spotify.com/v1/tracks/6Ed1q0X8oSKSm4IIhiQbYg,https://api.spotify.com/v1/audio-analysis/6Ed1q0X8oSKSm4IIhiQbYg,163906,4,81.0,2020-08-07T13:44:07Z
71,Juice WRLD,Smile (with The Weeknd),0.694,0.685,6,-6.535,0,0.133,0.224,0,0.124,0.306,158.831,audio_features,6wQlQrTY5mVS8EGaFZVwVF,spotify:track:6wQlQrTY5mVS8EGaFZVwVF,https://api.spotify.com/v1/tracks/6wQlQrTY5mVS8EGaFZVwVF,https://api.spotify.com/v1/audio-analysis/6wQlQrTY5mVS8EGaFZVwVF,196180,4,85.0,2020-08-07T13:42:23Z
72,Cardi B,WAP (feat. Megan Thee Stallion),0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,audio_features,4Oun2ylbjFKMPTiaSbbCih,spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/tracks/4Oun2ylbjFKMPTiaSbbCih,https://api.spotify.com/v1/audio-analysis/4Oun2ylbjFKMPTiaSbbCih,187541,4,97.0,2020-08-07T13:37:39Z
73,Arctic Monkeys,Do I Wanna Know?,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,5FVd6KXrgO9B3JPmC8OPst,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst,272394,4,84.0,2020-08-06T13:49:10Z
74,Lewis Capaldi,Someone You Loved,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161,4,91.0,2020-08-05T14:42:27Z
75,Quality Control,Too Hotty,0.889,0.398,1,-7.183,1,0.204,0.19,0,0.104,0.159,129.993,audio_features,3hWUIMNBwLNug1O8o2PPRW,spotify:track:3hWUIMNBwLNug1O8o2PPRW,https://api.spotify.com/v1/tracks/3hWUIMNBwLNug1O8o2PPRW,https://api.spotify.com/v1/audio-analysis/3hWUIMNBwLNug1O8o2PPRW,295997,4,63.0,2020-08-05T14:14:48Z
76,Pop Smoke,Element,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,audio_features,57BGVV6wcyhbn3hsjlqEZB,spotify:track:57BGVV6wcyhbn3hsjlqEZB,https://api.spotify.com/v1/tracks/57BGVV6wcyhbn3hsjlqEZB,https://api.spotify.com/v1/audio-analysis/57BGVV6wcyhbn3hsjlqEZB,135747,5,80.0,2020-08-04T04:36:00Z
77,Jawsh 685,Savage Love (Laxed - Siren Beat),0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,audio_features,1xQ6trAsedVPCdbtDAmk0c,spotify:track:1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/tracks/1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/audio-analysis/1xQ6trAsedVPCdbtDAmk0c,171375,4,93.0,2020-08-03T15:23:09Z
78,Lil Nas X,Panini - DaBaby Remix,0.717,0.598,5,-5.613,0,0.0809,0.22,0,0.122,0.496,153.905,audio_features,4SDgTLDYrJ2UrHbkRkg7MD,spotify:track:4SDgTLDYrJ2UrHbkRkg7MD,https://api.spotify.com/v1/tracks/4SDgTLDYrJ2UrHbkRkg7MD,https://api.spotify.com/v1/audio-analysis/4SDgTLDYrJ2UrHbkRkg7MD,151040,4,76.0,2020-08-03T03:13:52Z
79,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,audio_features,0PvFJmanyNQMseIFrU708S,spotify:track:0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,https://api.spotify.com/v1/audio-analysis/0PvFJmanyNQMseIFrU708S,190476,4,95.0,2020-08-02T15:53:24Z
80,Marshmello,Be Kind (with Halsey),0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,audio_features,3Z8FwOEN59mRMxDCtb8N0A,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,172762,4,87.0,2020-08-02T15:52:56Z
81,FLETCHER,Bitter,0.724,0.594,6,-7.126,0,0.102,0.393,0.00116,0.0889,0.413,136.002,audio_features,5Z0AM9HW78XIyZqF2BPasr,spotify:track:5Z0AM9HW78XIyZqF2BPasr,https://api.spotify.com/v1/tracks/5Z0AM9HW78XIyZqF2BPasr,https://api.spotify.com/v1/audio-analysis/5Z0AM9HW78XIyZqF2BPasr,194750,4,75.0,2020-08-01T12:48:47Z
82,Tate McRae,you broke me first,0.642,0.374,4,-9.386,1,0.0545,0.786,0,0.0906,0.0799,124.099,audio_features,45bE4HXI0AwGZXfZtMp8JR,spotify:track:45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/tracks/45bE4HXI0AwGZXfZtMp8JR,https://api.spotify.com/v1/audio-analysis/45bE4HXI0AwGZXfZtMp8JR,169266,4,94.0,2020-07-25T19:10:11Z
83,Akon,I Wanna Love You,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,audio_features,4xAk8Lw82G3YoVSOdVAsBx,spotify:track:4xAk8Lw82G3YoVSOdVAsBx,https://api.spotify.com/v1/tracks/4xAk8Lw82G3YoVSOdVAsBx,https://api.spotify.com/v1/audio-analysis/4xAk8Lw82G3YoVSOdVAsBx,247067,4,68.0,2020-07-25T15:24:45Z
84,Zedd,Funny,0.664,0.66,5,-4.646,1,0.0243,0.512,0,0.26,0.355,99.946,audio_features,4FYbo4yQzu3hGkj2Ix4ucW,spotify:track:4FYbo4yQzu3hGkj2Ix4ucW,https://api.spotify.com/v1/tracks/4FYbo4yQzu3hGkj2Ix4ucW,https://api.spotify.com/v1/audio-analysis/4FYbo4yQzu3hGkj2Ix4ucW,221466,4,77.0,2020-07-23T02:56:02Z
85,Juice WRLD,Come & Go (with Marshmello),0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,audio_features,7y7w4tl4MaRC2UMEj1mPtr,spotify:track:7y7w4tl4MaRC2UMEj1mPtr,https://api.spotify.com/v1/tracks/7y7w4tl4MaRC2UMEj1mPtr,https://api.spotify.com/v1/audio-analysis/7y7w4tl4MaRC2UMEj1mPtr,205485,4,60.0,2020-07-22T02:46:20Z
86,J.I the Prince of N.Y,Beautiful Girl,0.715,0.536,0,-7.374,1,0.19,0.484,1.22e-06,0.0772,0.544,111.841,audio_features,2gYNouM6fczhI5wYITwDUW,spotify:track:2gYNouM6fczhI5wYITwDUW,https://api.spotify.com/v1/tracks/2gYNouM6fczhI5wYITwDUW,https://api.spotify.com/v1/audio-analysis/2gYNouM6fczhI5wYITwDUW,158067,4,50.0,2020-07-20T20:02:21Z
87,Pop Smoke,Mood Swings (feat. Lil Tjay),0.48,0.602,10,-6.335,0,0.368,0.487,0,0.0848,0.269,179.798,audio_features,5rZlwNFl01HqLWBQGryKSm,spotify:track:5rZlwNFl01HqLWBQGryKSm,https://api.spotify.com/v1/tracks/5rZlwNFl01HqLWBQGryKSm,https://api.spotify.com/v1/audio-analysis/5rZlwNFl01HqLWBQGryKSm,213333,4,91.0,2020-07-20T19:58:56Z
88,THIEVES,U GOT ME,0.517,0.835,0,-4.619,1,0.041,0.149,0.000441,0.186,0.435,149.073,audio_features,41k842LqcfBv2kpPUlE6rU,spotify:track:41k842LqcfBv2kpPUlE6rU,https://api.spotify.com/v1/tracks/41k842LqcfBv2kpPUlE6rU,https://api.spotify.com/v1/audio-analysis/41k842LqcfBv2kpPUlE6rU,212617,4,42.0,2020-07-20T05:15:22Z
89,August Alsina,Entanglements,0.435,0.782,1,-3.643,1,0.272,0.27,0,0.322,0.71,155.916,audio_features,4w2Sgk5oYVQ2N5okN8EaqA,spotify:track:4w2Sgk5oYVQ2N5okN8EaqA,https://api.spotify.com/v1/tracks/4w2Sgk5oYVQ2N5okN8EaqA,https://api.spotify.com/v1/audio-analysis/4w2Sgk5oYVQ2N5okN8EaqA,188472,4,45.0,2020-07-20T04:49:59Z
90,Jhené Aiko,Summer 2020,0.401,0.485,6,-10.787,0,0.216,0.831,0.000292,0.0907,0.54,169.949,audio_features,0t2q2c43AATY4z1GI883Be,spotify:track:0t2q2c43AATY4z1GI883Be,https://api.spotify.com/v1/tracks/0t2q2c43AATY4z1GI883Be,https://api.spotify.com/v1/audio-analysis/0t2q2c43AATY4z1GI883Be,196000,4,65.0,2020-07-19T18:49:18Z
